iter	MultiClass
349	3.959526767e-05
350	3.946486298e-05
351	3.934656366e-05
352	3.922904812e-05
353	3.911133022e-05
354	3.899536402e-05
355	3.887919497e-05
356	3.876474637e-05
357	3.867543432e-05
358	3.856230984e-05
359	3.843918435e-05
360	3.832756909e-05
361	3.821817801e-05
362	3.810947883e-05
363	3.799996913e-05
364	3.78911542e-05
365	3.778302714e-05
366	3.767558118e-05
367	3.756791504e-05
368	3.746093051e-05
369	3.735549841e-05
370	3.724246518e-05
371	3.713750817e-05
372	3.703406611e-05
373	3.693265964e-05
374	3.683047351e-05
375	3.673029622e-05
376	3.661952136e-05
377	3.651922687e-05
378	3.641163576e-05
379	3.631258423e-05
380	3.621330361e-05
381	3.611543908e-05
382	3.60173465e-05
383	3.592196601e-05
384	3.58258301e-05
385	3.573026104e-05
386	3.563525362e-05
387	3.554001672e-05
388	3.544612157e-05
389	3.535199817e-05
390	3.525919503e-05
391	3.516692834e-05
392	3.507519324e-05
393	3.498522799e-05
394	3.489577241e-05
395	3.480558862e-05
396	3.471591779e-05
397	3.462797398e-05
398	3.453930812e-05
399	3.445161076e-05
400	3.436393632e-05
401	3.42767527e-05
402	3.419005563e-05
403	3.410502175e-05
404	3.401927811e-05
405	3.393446577e-05
406	3.384896319e-05
407	3.376578843e-05
408	3.368122034e-05
409	3.359711993e-05
410	3.351416135e-05
411	3.343165297e-05
412	3.335004127e-05
413	3.326841893e-05
414	3.318723552e-05
415	3.310759805e-05
416	3.302838174e-05
417	3.294848054e-05
418	3.286900388e-05
419	3.278994824e-05
420	3.271239421e-05
421	3.263416409e-05
422	3.255634471e-05
423	3.247830026e-05
424	3.240129555e-05
425	3.232469158e-05
426	3.224953561e-05
427	3.217371755e-05
428	3.209933165e-05
429	3.202367526e-05
430	3.194901854e-05
431	3.187576971e-05
432	3.181648615e-05
433	3.174390273e-05
434	3.167007636e-05
435	3.159662832e-05
436	3.152413879e-05
437	3.144589165e-05
438	3.137415334e-05
439	3.130376111e-05
440	3.123273222e-05
441	3.116303525e-05
442	3.108538568e-05
443	3.100816208e-05
444	3.093802181e-05
445	3.086878824e-05
446	3.079272825e-05
447	3.072364737e-05
448	3.065545556e-05
449	3.058181456e-05
450	3.051430587e-05
451	3.044627794e-05
452	3.037941709e-05
453	3.031287765e-05
454	3.024612305e-05
455	3.018022179e-05
456	3.011463476e-05
457	3.004883462e-05
458	2.998387157e-05
459	2.991921578e-05
460	2.985434894e-05
461	2.979030336e-05
462	2.972604861e-05
463	2.966260426e-05
464	2.959981797e-05
465	2.953696173e-05
466	2.947439733e-05
467	2.941212267e-05
468	2.935013564e-05
469	2.928794372e-05
470	2.922120417e-05
471	2.916008992e-05
472	2.909925498e-05
473	2.903869736e-05
474	2.897841509e-05
475	2.891923215e-05
476	2.88594907e-05
477	2.880001883e-05
478	2.874081463e-05
479	2.868187622e-05
480	2.862273624e-05
481	2.856432597e-05
482	2.850697585e-05
483	2.844908043e-05
484	2.838601667e-05
485	2.832944277e-05
486	2.827266004e-05
487	2.821570635e-05
488	2.815908637e-05
489	2.810271431e-05
490	2.804129515e-05
491	2.798499383e-05
492	2.793014463e-05
493	2.787433064e-05
494	2.78191924e-05
495	2.776505055e-05
496	2.770995545e-05
497	2.765510003e-05
498	2.760048267e-05
499	2.754726582e-05
500	2.749352965e-05
501	2.743960733e-05
502	2.738706528e-05
503	2.733359856e-05
504	2.728036053e-05
505	2.722807311e-05
506	2.717641165e-05
507	2.712424061e-05
508	2.707110647e-05
509	2.701791229e-05
510	2.696639265e-05
511	2.690951406e-05
512	2.685844042e-05
513	2.680757786e-05
514	2.675692502e-05
515	2.670609346e-05
516	2.665616421e-05
517	2.66064399e-05
518	2.65566113e-05
519	2.650577725e-05
520	2.64563542e-05
521	2.640713169e-05
522	2.63584109e-05
523	2.630921423e-05
524	2.626058591e-05
525	2.621215311e-05
526	2.616458339e-05
527	2.611653508e-05
528	2.606831716e-05
529	2.602065294e-05
530	2.597282067e-05
531	2.592619128e-05
532	2.587909073e-05
533	2.582759992e-05
534	2.578053454e-05
535	2.573365663e-05
536	2.568696503e-05
537	2.564045858e-05
538	2.559413613e-05
539	2.554717816e-05
540	2.550184553e-05
541	2.545606313e-05
542	2.541046028e-05
543	2.536599266e-05
544	2.532074077e-05
545	2.527599348e-05
546	2.523203601e-05
547	2.518730289e-05
548	2.514306647e-05
549	2.509899873e-05
550	2.505509867e-05
551	2.50113653e-05
552	2.496779763e-05
553	2.492439469e-05
554	2.488115549e-05
555	2.483807908e-05
556	2.47948509e-05
557	2.475209844e-05
558	2.470950592e-05
559	2.466734623e-05
560	2.462476252e-05
561	2.458264428e-05
562	2.45406823e-05
563	2.449857288e-05
564	2.445225622e-05
565	2.440613178e-05
566	2.436451737e-05
567	2.432335462e-05
568	2.428234262e-05
569	2.424204498e-05
570	2.420103611e-05
571	2.416017847e-05
572	2.411976099e-05
573	2.407949003e-05
574	2.403875883e-05
575	2.399849008e-05
576	2.395836833e-05
577	2.391867618e-05
578	2.387967295e-05
579	2.384026277e-05
580	2.380099347e-05
581	2.3761585e-05
582	2.372259615e-05
583	2.368374583e-05
584	2.364475783e-05
585	2.360618331e-05
586	2.356827561e-05
587	2.352997079e-05
588	2.349180073e-05
589	2.34537647e-05
590	2.341559321e-05
591	2.337430002e-05
592	2.333667309e-05
593	2.329969445e-05
594	2.326232696e-05
595	2.322482575e-05
596	2.318771785e-05
597	2.31507382e-05
598	2.31129887e-05
599	2.307626391e-05
600	2.303966532e-05
601	2.300293471e-05
602	2.296708825e-05
603	2.292673931e-05
604	2.289065004e-05
605	2.285468357e-05
606	2.281883927e-05
607	2.278335362e-05
608	2.274750078e-05
609	2.27117706e-05
610	2.267640943e-05
611	2.264116724e-05
612	2.26060434e-05
613	2.257103729e-05
614	2.253590474e-05
615	2.249715646e-05
616	2.246251221e-05
617	2.24279832e-05
618	2.239332914e-05
619	2.235879141e-05
620	2.232460622e-05
621	2.229100215e-05
622	2.225704043e-05
623	2.222319043e-05
624	2.218945158e-05
625	2.21558233e-05
626	2.212207308e-05
627	2.208866508e-05
628	2.205536597e-05
629	2.20221752e-05
630	2.19893148e-05
631	2.195633826e-05
632	2.192346843e-05
633	2.189070477e-05
634	2.185804675e-05
635	2.182527003e-05
636	2.179241951e-05
637	2.176007503e-05
638	2.17278341e-05
639	2.169613726e-05
640	2.166431734e-05
641	2.163238165e-05
642	2.160054748e-05
643	2.156881432e-05
644	2.153739664e-05
645	2.15056481e-05
646	2.147421497e-05
647	2.144288087e-05
648	2.141143283e-05
649	2.13800848e-05
650	2.134904633e-05
651	2.13178956e-05
652	2.128726362e-05
653	2.125319334e-05
654	2.122254962e-05
655	2.119113957e-05
656	2.116068644e-05
657	2.113012337e-05
658	2.109985901e-05
659	2.106968802e-05
660	2.103981766e-05
661	2.100983134e-05
662	2.097973712e-05
663	2.094993509e-05
664	2.092063162e-05
665	2.089101009e-05
666	2.086147886e-05
667	2.083203749e-05
668	2.080268556e-05
669	2.077322769e-05
670	2.074405401e-05
671	2.071477526e-05
672	2.068577815e-05
673	2.065348496e-05
674	2.062188814e-05
675	2.059316793e-05
676	2.05643438e-05
677	2.053560699e-05
678	2.050753432e-05
679	2.047915587e-05
680	2.04506752e-05
681	2.042246589e-05
682	2.039434025e-05
683	2.036358219e-05
684	2.033479229e-05
685	2.030692303e-05
686	2.02791359e-05
687	2.024874749e-05
688	2.022113029e-05
689	2.019341249e-05
690	2.016614902e-05
691	2.013877356e-05
692	2.011104924e-05
693	2.008383268e-05
694	2.005651709e-05
695	2.002928182e-05
696	2.000230276e-05
697	1.997540179e-05
698	1.994840336e-05
699	1.992148381e-05
700	1.989464277e-05
701	1.986705619e-05
702	1.983972698e-05
703	1.981311875e-05
704	1.978658764e-05
705	1.976066181e-05
706	1.973428184e-05
707	1.970797795e-05
708	1.968191748e-05
709	1.965628545e-05
710	1.963020488e-05
711	1.960154264e-05
712	1.957578276e-05
713	1.954993106e-05
714	1.952431669e-05
715	1.949861124e-05
716	1.947314111e-05
717	1.944758061e-05
718	1.942209255e-05
719	1.939683666e-05
720	1.937199422e-05
721	1.934671881e-05
722	1.932151457e-05
723	1.929653864e-05
724	1.927163196e-05
725	1.924679424e-05
726	1.922202518e-05
727	1.91971689e-05
728	1.917238196e-05
729	1.914673512e-05
730	1.91220866e-05
731	1.909765919e-05
732	1.907347513e-05
733	1.904918071e-05
734	1.902480165e-05
735	1.900048989e-05
736	1.897639454e-05
737	1.895236469e-05
738	1.892825151e-05
739	1.890420449e-05
740	1.888037035e-05
741	1.88566006e-05
742	1.884071063e-05
743	1.881704745e-05
744	1.879330293e-05
745	1.876962298e-05
746	1.874615089e-05
747	1.872274169e-05
748	1.869698772e-05
749	1.867388029e-05
750	1.865052202e-05
751	1.862722669e-05
752	1.860413398e-05
753	1.858110257e-05
754	1.855813222e-05
755	1.853522268e-05
756	1.85126832e-05
757	1.848989363e-05
758	1.846716412e-05
759	1.844449442e-05
760	1.841917253e-05
761	1.839693338e-05
762	1.837444711e-05
763	1.835105985e-05
764	1.832869212e-05
765	1.830668489e-05
766	1.828429799e-05
767	1.826197003e-05
768	1.823983418e-05
769	1.821775575e-05
770	1.819560181e-05
771	1.817350586e-05
772	1.815146765e-05
773	1.812961767e-05
774	1.810782395e-05
775	1.808608626e-05
776	1.806440439e-05
777	1.804277811e-05
778	1.802107829e-05
779	1.799956289e-05
780	1.797810241e-05
781	1.795656908e-05
782	1.793509121e-05
783	1.79136686e-05
784	1.789230103e-05
785	1.787127194e-05
786	1.785013745e-05
787	1.782905639e-05
788	1.780802854e-05
789	1.778693024e-05
790	1.776629077e-05
791	1.774557787e-05
792	1.7724638e-05
793	1.770297736e-05
794	1.768214379e-05
795	1.76614835e-05
796	1.764075453e-05
797	1.762019752e-05
798	1.759712112e-05
799	1.75769479e-05
800	1.755643033e-05
801	1.753596423e-05
802	1.751566677e-05
803	1.749530241e-05
804	1.747498891e-05
805	1.745472609e-05
806	1.743462912e-05
807	1.741446647e-05
808	1.739446844e-05
809	1.737451944e-05
810	1.735388873e-05
811	1.733392424e-05
812	1.731412232e-05
813	1.729425573e-05
814	1.72745505e-05
815	1.72548932e-05
816	1.723528364e-05
817	1.72156101e-05
818	1.719609578e-05
819	1.717651795e-05
820	1.715698796e-05
821	1.713750564e-05
822	1.711615739e-05
823	1.709616362e-05
824	1.707682732e-05
825	1.705764601e-05
826	1.703851067e-05
827	1.701967729e-05
828	1.700052545e-05
829	1.698141986e-05
830	1.696272094e-05
831	1.694370612e-05
832	1.692473704e-05
833	1.690617108e-05
834	1.688764865e-05
835	1.686891783e-05
836	1.68502313e-05
837	1.683148503e-05
838	1.681303129e-05
839	1.679447657e-05
840	1.677586285e-05
841	1.675729335e-05
842	1.673876793e-05
843	1.672038765e-05
844	1.670205038e-05
845	1.668365525e-05
846	1.666564872e-05
847	1.66474392e-05
848	1.662927207e-05
849	1.661114719e-05
850	1.659306441e-05
851	1.657502356e-05
852	1.65570245e-05
853	1.653896857e-05
854	1.652105289e-05
855	1.650308073e-05
856	1.648524783e-05
857	1.646520343e-05
858	1.644745721e-05
859	1.642906088e-05
860	1.641163328e-05
861	1.6394009e-05
862	1.637632911e-05
863	1.635869005e-05
864	1.634109169e-05
865	1.632353386e-05
866	1.630601644e-05
867	1.628863303e-05
868	1.627128907e-05
869	1.625179114e-05
870	1.623453022e-05
871	1.621730832e-05
872	1.619794833e-05
873	1.618071645e-05
874	1.61617536e-05
875	1.614460336e-05
876	1.61275832e-05
877	1.611051031e-05
878	1.60934761e-05
879	1.607484155e-05
880	1.605714727e-05
881	1.604429421e-05
882	1.602749746e-05
883	1.601006863e-05
884	1.599334732e-05
885	1.597666315e-05
886	1.59602381e-05
887	1.594353881e-05
888	1.592630066e-05
889	1.590894746e-05
890	1.589244852e-05
891	1.587598597e-05
892	1.585947218e-05
893	1.584299512e-05
894	1.582664141e-05
895	1.581032359e-05
896	1.579395522e-05
897	1.577762309e-05
898	1.576132707e-05
899	1.574506703e-05
900	1.572836152e-05
901	1.571055621e-05
902	1.569440643e-05
903	1.568291069e-05
904	1.566690524e-05
905	1.565085081e-05
906	1.563512702e-05
907	1.561922506e-05
908	1.560335748e-05
909	1.558744139e-05
910	1.557099794e-05
911	1.555515137e-05
912	1.553933926e-05
913	1.5523002e-05
914	1.550746537e-05
915	1.549183687e-05
916	1.547616087e-05
917	1.546059937e-05
918	1.544499068e-05
919	1.542941564e-05
920	1.541331874e-05
921	1.539789062e-05
922	1.538249529e-05
923	1.536713265e-05
924	1.535172348e-05
925	1.533642609e-05
926	1.532116106e-05
927	1.530584988e-05
928	1.529064946e-05
929	1.527540318e-05
930	1.526018936e-05
931	1.524445859e-05
932	1.52293868e-05
933	1.521426965e-05
934	1.519873976e-05
935	1.518314198e-05
936	1.516812083e-05
937	1.51531314e-05
938	1.513817359e-05
939	1.512147602e-05
940	1.510665968e-05
941	1.509187415e-05
942	1.507711934e-05
943	1.506232022e-05
944	1.504762669e-05
945	1.503288915e-05
946	1.501818241e-05
947	1.500296829e-05
948	1.498778694e-05
949	1.497317254e-05
950	1.495858853e-05
951	1.494403484e-05
952	1.49277844e-05
953	1.491355733e-05
954	1.489916868e-05
955	1.488499945e-05
956	1.487059703e-05
957	1.485629617e-05
958	1.484202447e-05
959	1.482778185e-05
960	1.481349684e-05
961	1.479931225e-05
962	1.47853436e-05
963	1.477114535e-05
964	1.475704662e-05
965	1.474290612e-05
966	1.47287945e-05
967	1.471478141e-05
968	1.46993438e-05
969	1.468538978e-05
970	1.467146383e-05
971	1.465767872e-05
972	1.464380841e-05
973	1.462989719e-05
974	1.461601412e-05
975	1.460222731e-05
976	1.45886497e-05
977	1.457491752e-05
978	1.456121272e-05
979	1.454746764e-05
980	1.453322955e-05
981	1.451960721e-05
982	1.450594482e-05
983	1.449230982e-05
984	1.447876867e-05
985	1.446381263e-05
986	1.445032762e-05
987	1.443680319e-05
988	1.442354856e-05
989	1.441014295e-05
990	1.439669823e-05
991	1.438328023e-05
992	1.437313777e-05
993	1.435983149e-05
994	1.434648672e-05
995	1.433316837e-05
996	1.431987634e-05
997	1.430678305e-05
998	1.429354305e-05
999	1.42803924e-05
